GeneID	TranscriptLength
tryp_IXb-6d06.q1c.snoRNA.0016	NA
tryp_IXb-6d06.q1c.snoRNA.0017	NA
tryp_IXb-6d06.q1c.snoRNA.0018	NA
tryp_IXb-6d06.q1c.snoRNA.0013	NA
tryp_IXb-6d06.q1c.snoRNA.0014	NA
tryp_IXb-6d06.q1c.snoRNA.0009	NA
tryp_IXb-6d06.q1c.snoRNA.0010	NA
tryp_IXb-6d06.q1c.snoRNA.0011	NA
tryp_IXb-6d06.q1c.snoRNA.0012	NA
tryp_IXb-6d06.q1c.snoRNA.0007	NA
tryp_IXb-6d06.q1c.snoRNA.0008	NA
tryp_IXb-6d06.q1c.snoRNA.0003	NA
tryp_IXb-6d06.q1c.snoRNA.0004	NA
tryp_IXb-6d06.q1c.snoRNA.0005	NA
tryp_IXb-6d06.q1c.snoRNA.0006	NA
tryp_IXb-6d06.q1c.snoRNA.0001	NA
tryp_IXb-6d06.q1c.snoRNA.0002	NA
tryp_IXb-6d06.q1c.snoRNA.0038	NA
tryp_IXb-6d06.q1c.snoRNA.0039	NA
tryp_IXb-6d06.q1c.snoRNA.0040	NA
tryp_IXb-6d06.q1c.snoRNA.0041	NA
tryp_IXb-6d06.q1c.snoRNA.0037	NA
Tb10_snoRNA_0084:snoRNA	49
Tb10_snoRNA_0055:snoRNA	66
Tb11_snoRNA_0037	NA
Tb11_snoRNA_0034	NA
Tb11_snoRNA_0036	NA
Tb11_snoRNA_0033	NA
Tb11_snoRNA_0035	NA
Tb11_snoRNA_0039	NA
Tb11_snoRNA_0042	NA
Tb11_snoRNA_0040	NA
Tb11_snoRNA_0043	NA
Tb11_snoRNA_0045	NA
Tb11_snoRNA_0046	NA
Tb11_snoRNA_0005	NA
Tb11_snoRNA_0011	NA
Tb11_snoRNA_0017	NA
Tb11_snoRNA_0023	NA
Tb11_snoRNA_0029	NA
Tb11_snoRNA_0004	NA
Tb11_snoRNA_0010	NA
Tb11_snoRNA_0016	NA
Tb11_snoRNA_0022	NA
Tb11_snoRNA_0028	NA
Tb11_snoRNA_0002	NA
Tb11_snoRNA_0008	NA
Tb11_snoRNA_0014	NA
Tb11_snoRNA_0020	NA
Tb11_snoRNA_0026	NA
Tb11_snoRNA_0032	NA
Tb927.3.1891	78
Tb927.3.1892	78
Tb927.3.1893	52
Tb927.3.1894	78
Tb927.3.1895	78
Tb927.3.1896	106
Tb927.3.1905	106
Tb927.5.2035	87
Tb927.5.2346	87
Tb927.5.2343	86
Tb927.6.1857	NA
Tb927.6.1865	NA
Tb927.6.1873	NA
Tb927.6.1881	NA
Tb927.6.1888	NA
Tb927.6.1854	NA
Tb927.6.1862	NA
Tb927.6.1869	NA
Tb927.6.1877	NA
Tb927.6.1885	NA
Tb927.6.1851	NA
Tb927.6.1858	NA
Tb927.6.1866	NA
Tb927.6.1874	NA
Tb927.6.1882	NA
Tb927.6.1889	NA
Tb927.6.2683	NA
Tb927.6.2689	NA
Tb927.6.1879	NA
Tb927.6.1878	NA
Tb927.8.1602	NA
Tb927.8.1606	NA
Tb927.8.1611	NA
Tb927.8.1615	NA
Tb927.8.1619	NA
Tb927.8.1624	NA
Tb927.8.1603	NA
Tb927.8.1607	NA
Tb927.8.1612	NA
Tb927.8.1616	NA
Tb927.8.1621	NA
Tb927.8.1604	NA
Tb927.8.1608	NA
Tb927.8.1613	NA
Tb927.8.1617	NA
Tb927.8.1622	NA
Tb927.8.1601	NA
Tb927.8.1605	NA
Tb927.8.1609	NA
Tb927.8.1614	NA
Tb927.8.1618	NA
Tb927.8.1623	NA
Tb927.8.1651	NA
Tb927.8.1653	NA
Tb927.8.1655	NA
Tb927.8.1657	NA
Tb927.8.2062	NA
Tb927.8.2083	NA
Tb927.8.2252	NA
Tb927.8.2064	NA
Tb927.8.2086	NA
Tb927.8.2254	NA
Tb927.8.2066	NA
Tb927.8.2089	NA
Tb927.8.2256	NA
Tb09_snoRNA_0001	120
Tb09_snoRNA_0005	120
Tb09_snoRNA_0010	36
Tb09_snoRNA_0019	36
Tb09_snoRNA_0028	36
Tb09_snoRNA_0037	36
Tb09_snoRNA_0046	36
Tb09_snoRNA_0055	36
Tb09_snoRNA_0064	237
Tb09_snoRNA_0073	276
Tb09_snoRNA_0009	33
Tb09_snoRNA_0018	33
Tb09_snoRNA_0027	33
Tb09_snoRNA_0036	33
Tb09_snoRNA_0045	33
Tb09_snoRNA_0054	33
Tb09_snoRNA_0063	36
Tb09_snoRNA_0072	36
Tb09_snoRNA_0017	27
Tb09_snoRNA_0026	27
Tb09_snoRNA_0035	93
Tb09_snoRNA_0044	27
Tb09_snoRNA_0053	27
Tb09_snoRNA_0062	93
Tb09_snoRNA_0071	78
Tb09_snoRNA_0025	285
Tb09_snoRNA_0034	285
Tb09_snoRNA_0043	285
Tb09_snoRNA_0052	285
Tb09_snoRNA_0061	285
Tb09_snoRNA_0070	186
Tb09_snoRNA_0016	285
Tb09_snoRNA_0015	156
Tb09_snoRNA_0024	156
Tb09_snoRNA_0033	156
Tb09_snoRNA_0042	156
Tb09_snoRNA_0051	156
Tb09_snoRNA_0060	156
Tb09_snoRNA_0069	156
Tb09_snoRNA_0014	45
Tb09_snoRNA_0023	45
Tb09_snoRNA_0032	45
Tb09_snoRNA_0041	45
Tb09_snoRNA_0050	45
Tb09_snoRNA_0059	45
Tb09_snoRNA_0068	75
Tb09_snoRNA_0011	27
Tb09_snoRNA_0020	27
Tb09_snoRNA_0029	27
Tb09_snoRNA_0038	27
Tb09_snoRNA_0047	27
Tb09_snoRNA_0056	27
Tb09_snoRNA_0065	9
Tb09_snoRNA_0074	9
Tb09_snoRNA_0079	66
Tb09_snoRNA_0084	66
Tb09_snoRNA_0089	66
Tb09_snoRNA_0080	174
Tb09_snoRNA_0085	174
Tb09_snoRNA_0090	174
Tb09_snoRNA_0082	54
Tb09_snoRNA_0087	54
Tb09_snoRNA_0092	54
Tb09_snoRNA_0094	69
Tb09_snoRNA_0100	27
Tb09_snoRNA_0106	27
Tb09_snoRNA_0112	69
Tb09_snoRNA_0118	69
Tb09_snoRNA_0124	69
Tb09_snoRNA_0096	255
Tb09_snoRNA_0102	255
Tb09_snoRNA_0108	255
Tb09_snoRNA_0114	255
Tb09_snoRNA_0120	255
Tb09_snoRNA_0126	255
Tb09_snoRNA_0097	63
Tb09_snoRNA_0109	63
Tb09_snoRNA_0115	63
Tb09_snoRNA_0121	63
Tb09_snoRNA_0127	63
Tb09_snoRNA_0103	225
Tb09_snoRNA_0077	144
Tb09_snoRNA_0078	87
Tb927_10_v4.snoRNA.0005:snoRNA	99
Tb927_10_v4.snoRNA.0006:snoRNA	99
Tb927_10_v4.snoRNA.0007:snoRNA	99
Tb927_10_v4.snoRNA.0008:snoRNA	99
Tb927_10_v4.snoRNA.0009:snoRNA	86
Tb927_10_v4.snoRNA.0010:snoRNA	86
Tb927_10_v4.snoRNA.0011:snoRNA	101
Tb927_10_v4.snoRNA.0012:snoRNA	101
Tb927_10_v4.snoRNA.0013:snoRNA	101
Tb927_10_v4.snoRNA.0014:snoRNA	101
Tb927_10_v4.snoRNA.0015:snoRNA	80
Tb927_10_v4.snoRNA.0016:snoRNA	80
Tb927_10_v4.snoRNA.0017:snoRNA	80
Tb927_10_v4.snoRNA.0018:snoRNA	80
Tb927_10_v4.snoRNA.0019:snoRNA	87
Tb927_10_v4.snoRNA.0020:snoRNA	87
Tb927_10_v4.snoRNA.0021:snoRNA	87
Tb927_10_v4.snoRNA.0022:snoRNA	70
Tb927_10_v4.snoRNA.0023:snoRNA	70
Tb927_10_v4.snoRNA.0024:snoRNA	70
Tb927_10_v4.snoRNA.0025:snoRNA	96
Tb927_10_v4.snoRNA.0026:snoRNA	96
Tb927_10_v4.snoRNA.0027:snoRNA	96
Tb927_10_v4.snoRNA.0040:snoRNA	78
Tb927_10_v4.snoRNA.0045:snoRNA	77
Tb927_10_v4.snoRNA.0046:snoRNA	77
Tb927_10_v4.snoRNA.0047:snoRNA	77
Tb927_10_v4.snoRNA.0048:snoRNA	77
Tb927_10_v4.snoRNA.0052:snoRNA	98
Tb927_10_v4.snoRNA.0053:snoRNA	98
Tb927_10_v4.snoRNA.0057:snoRNA	95
Tb927_10_v4.snoRNA.0058:snoRNA	95
Tb927_10_v4.snoRNA.0059:snoRNA	95
Tb927_10_v4.snoRNA.0060:snoRNA	96
Tb927_10_v4.snoRNA.0061:snoRNA	96
Tb927_10_v4.snoRNA.0062:snoRNA	96
Tb927_10_v4.snoRNA.0063:snoRNA	96
Tb927_10_v4.snoRNA.0064:snoRNA	82
Tb927_10_v4.snoRNA.0065:snoRNA	82
Tb927_10_v4.snoRNA.0066:snoRNA	82
Tb927_10_v4.snoRNA.0067:snoRNA	82
Tb927_10_v4.snoRNA.0068:snoRNA	111
Tb927_10_v4.snoRNA.0069:snoRNA	111
Tb927_10_v4.snoRNA.0070:snoRNA	111
Tb927_10_v4.snoRNA.0071:snoRNA	111
Tb927_10_v4.snoRNA.0074:snoRNA	105
Tb927_10_v4.snoRNA.0075:snoRNA	105
Tb927_10_v4.snoRNA.0076:snoRNA	105
Tb927_10_v4.snoRNA.0077:snoRNA	105
Tb927.10.5260	3500
Tb927.4.4190	1086
Tb927.8.8150	1835
Tb11.v5.0250	NA
Tb927.7.5300	2926
Tb927.6.3250	1319
Tb09.211.0680	1539
Tb927.3.1540	1855
Tb11.01.3480	2024
Tb927.6.600	3643
Tb927.4.410	1462
Tb927.10.370	598
Tb927.10.2880	8959
Tb09.244.2570	5020
Tb11.47.0014	950
Tb927.6.2720	1536
Tb927.10.13740	2963
Tb927.5.3400	3168
Tb11.v5.0712	NA
Tb927.10.11620	3738
Tb09.160.3380	2691
Tb11.01.4621	975
Tb11.01.4622	728
Tb11.01.4623	728
Tb11.01.4624	712
Tb09.160.2040	1549
Tb11.02.2490	1238
Tb09.211.2540	426
Tb927.6.4710	2883
Tb09.160.4520	668
Tb11.01.1550	752
Tb11.02.1160	1126
Tb11.02.5800	491
Tb11.v5.0432	NA
Tb11.v5.0702	NA
Tb11.v5.1011	NA
Tb11.v5.1038	NA
Tb11.v4.0001	16592
Tb11.47.0035	NA
Tb927.7.4070	1247
Tb927.6.3310	3319
Tb927.7.4060	577
Tb927.1.2100	4062
Tb09.160.5550	2732
Tb927.1.2110	2332
Tb927.10.13030	2143
Tb927.4.3940	3366
Tb927.1.2230	505
Tb927.1.2260	794
Tb927.1.2160	602
Tb927.1.2150	2333
Tb11.02.2240	3466
Tb927.11.1110	4563
Tb927.1.2120	2553
Tb11.47.0036	3291
Tb927.10.1890	5360
Tb927.8.8330	4359
Tb11.01.2790	2517
Tb927.7.4600	2879
Tb11.v5.0147	NA
Tb927.8.7410	1645
Tb927.4.5010	1644
Tb927.10.6980	1107
Tb927.10.5240	7941
Tb927.10.13000	2229
Tb927.11.12860.1	NA
Tb927.11.12860.2	NA
Tb09.160.3590	2870
Tb09.160.3630	2778
Tb09.160.5030	2176
Tb11.02.4550	3395
Tb927.10.2130	2832
Tb11.01.5850	3153
Tb927.10.720	4502
Tb09.211.0480	3905
Tb927.7.3930	6392
Tb11.02.4760	5043
Tb927.10.4170	8389
Tb09.244.2600	9397
Tb927.7.4960	1461
Tb927.7.2640	2889
Tb927.7.2650	3819
Tb927.5.2660	2583
Tb11.01.0290	1694
Tb927.4.1840	3130
Tb11.02.0100	2284
Tb11.v5.0672	NA
Tb927.4.2560	2835
Tb11.18.0006	4823
Tb927.7.2250	2260
Tb927.3.3900	3924
Tb927.8.590	3250
Tb11.01.7890	2925
Tb11.52.0004	NA
Tb927.7.5340	6553
Tb927.3.1040	1194
Tb11.v5.0577	NA
Tb11.01.4040	2904
Tb11.01.6690	1852
Tb11.42.0002	1371
Tb09.160.3990	2414
Tb11.01.0720	4199
Tb11.01.0725	2035
Tb11.01.0730	1277
Tb11.01.0760	1244
Tb11.01.0770	1256
Tb927.10.15940	1429
Tb11.v5.0304	NA
Tb11.v5.0514	NA
Tb927.8.650	4432
Tb927.6.4660	2307
Tb11.18.0014	2981
Tb927.4.3670	1666
Tb11.v5.0274	NA
Tb927.4.2080	4259
Tb927.4.210	1434
Tb927.4.4030	1686
Tb927.3.1930	1850
Tb927.7.220	1374
Tb09.160.0530	1251
Tb09.211.4870	1229
Tb927.7.5570	2219
Tb927.7.5580	1150
Tb927.1.1060	985
Tb927.5.760	5732
Tb11.02.4990	1087
Tb927.7.7360	1530
Tb927.5.2060	2396
Tb11.02.0310	2058
Tb11.01.4270	2494
Tb927.6.2150	1658
Tb927.1.3230	2326
Tb927.8.6500	4098
Tb11.v5.0387	NA
Tb927.4.2260	5668
Tb927.8.1080	1285
Tb927.10.8710	1236
Tb927.7.3410	752
Tb11.01.5470	595
Tb927.7.6840	2978
Tb927.10.10690	1184
Tb11.01.0600	1920
Tb927.7.1500	1255
Tb927.7.1620	1107
Tb927.6.3690	1468
Tb927.7.2080	3371
Tb927.7.3220	686
Tb927.3.1870	1744
Tb927.6.2480	1193
Tb927.10.2290	2036
Tb09.211.3680	2493
Tb927.7.540	1457
Tb927.7.6200	1861
Tb927.1.1960	2138
Tb927.10.13830	1901
Tb927.10.14730	1351
Tb927.10.8540	1026
Tb927.10.9840	1326
Tb927.2.5160	1525
Tb927.3.2290	1122
Tb927.4.2970	1016
Tb927.7.6660	1122
Tb927.7.680	2961
Tb927.7.990	2867
Tb927.8.1010	1871
Tb927.8.8310	1493
Tb927.10.6610	1269
Tb09.211.0140	2568
Tb09.211.2290	1981
Tb09.211.4720	1396
Tb11.01.8480	1882
Tb11.01.8750	1618
Tb11.02.2880	2755
Tb11.02.3430	2036
Tb11.03.0110	1159
Tb927.1.1230	2214
Tb927.1.4300	4558
Tb927.10.12380	2466
Tb927.10.12530	611
Tb927.10.12640	3413
Tb927.10.5040	1371
Tb927.2.3960	897
Tb927.3.1430	1679
Tb927.3.1760	1105
Tb927.4.3980	2558
Tb927.4.650	756
Tb927.5.2880	1350
Tb927.6.3120	922
Tb927.6.3730	1047
Tb927.6.3850	1872
Tb927.7.4590	1743
Tb927.7.740	2103
Tb927.8.1030	1512
Tb927.8.4470	870
Tb927.8.7010	769
Tb11.01.6780	1082
Tb09.211.0330	2717
Tb11.v5.0146	NA
Tb11.v5.0342	NA
Tb11.v5.0778	NA
Tb11.v5.0970	NA
Tb11.v5.1062	NA
Tb927.10.6400	1945
Tb927.6.4090	2199
Tb927.10.6510	1974
Tb11.01.6680	2523
Tb09.244.2660	4204
Tb927.10.15790	1045
Tb927.8.2230	1041
Tb927.8.3050	1783
Tb09.211.0430	2838
Tb11.01.8420	3850
Tb927.10.11680	3118
Tb927.10.470	2053
Tb11.18.0017	1468
Tb09.211.1010	2227
Tb09.211.1000	1592
Tb927.10.8900	4961
Tb927.10.12810	1621
Tb927.1.3170	1380
Tb927.10.7050	1672
Tb927.10.7510	1613
Tb11.0540	3149
Tb11.0550	884
Tb11.0560	4437
Tb927.8.3860	1346
Tb11.01.7450	3291
Tb09.211.4820	1698
Tb927.7.5880	1574
Tb927.10.13430	2205
Tb927.3.1630	4595
Tb927.5.790	3602
Tb927.5.800	1725
Tb09.211.4890	1458
Tb927.2.2430	3245
Tb11.01.5770	3088
Tb927.6.2200	1019
Tb927.10.15970	1695
Tb11.47.0010	2052
Tb09.211.3440	1403
Tb11.47.0008	1329
Tb11.01.0240	2783
Tb927.8.4030	702
Tb927.8.4130	699
Tb927.5.970	628
Tb927.7.2600	1468
Tb11.02.2410	2900
Tb927.10.6050	5673
Tb11.v5.0197	NA
Tb11.v5.0198	NA
Tb927.10.14760	906
Tb927.1.1740	21753
Tb927.10.2470	1760
Tb927.3.1610	3786
Tb11.01.4230	4834
Tb11.01.4250	4857
Tb927.7.5060	2243
Tb11.v5.0186	NA
Tb11.57.0008	17642
Tb11.01.6390	2373
Tb11.v5.0589	NA
Tb927.10.16110	1733
Tb927.7.2790	2125
Tb927.10.9870	1310
Tb927.10.10090	3681
Tb11.02.5550	2988
Tb11.47.0006	3353
Tb927.5.2950	2695
Tb927.3.4230	5729
Tb927.4.5370	573
Tb927.10.7690	2215
Tb927.2.4810	4617
Tb927.7.3560	5502
Tb927.10.3310	3001
Tb11.01.2670	2622
Tb11.01.8280	2974
Tb927.6.2170	802
Tb927.2.6050	3169
Tb927.4.450	3606
Tb927.1.2570	3720
Tb927.8.5250	1827
Tb11.01.6530	1131
Tb11.01.3740	3775
Tb927.10.4270	1030
Tb11.01.1250	1146
Tb927.3.5180	629
Tb11.01.2350	2724
Tb927.7.7290	3184
Tb11.v5.0619	NA
Tb11.v5.0620	NA
Tb927.7.6650	3089
Tb927.3.940	1012
Tb927.4.1130	1207
Tb927.10.14860	2453
Tb927.10.12900	489
Tb927.2.3920	612
Tb927.5.1060	2044
Tb11.01.7900	897
Tb927.10.4280	1024
Tb09.211.4700	2305
Tb927.8.1890	1776
Tb11.02.1480	2412
Tb11.02.1020	1544
Tb11.02.1520	814
Tb11.01.3860	532
Tb927.4.5320	4136
Tb927.8.7090	2918
Tb927.11.7218	2861
Tb927.5.1340	2610
Tb927.8.2060	8880
Tb927.7.5090	3082
Tb11.v5.0189	NA
Tb09.160.3470	3868
Tb927.3.1150	852
Tb927.7.1450	1677
Tb927.6.2390	2435
Tb927.7.4780	650
Tb11.v5.0161	NA
Tb927.10.2790	3630
Tb927.6.1590	1576
Tb11.02.3720	2211
Tb11.01.3720	4749
Tb927.5.2160	1344
Tb927.8.1270	2339
Tb927.6.570	550
Tb09.160.3740	386
Tb11.01.3060	1721
Tb11.01.3530	1125
Tb11.01.5800	5194
Tb11.02.0650	1333
Tb11.03.0700	1851
Tb927.5.2230	644
Tb927.7.5740	1783
Tb927.7.720	5784
Tb927.8.2870	2259
Tb927.8.8070	2539
Tb11.02.3790	1333
Tb927.10.11500	868
Tb927.6.880	1862
Tb927.5.2170	644
Tb11.01.0780	518
Tb927.1.1730	2236
Tb927.1.1210	1020
Tb927.1.1420	2757
Tb927.1.1470	1758
Tb927.1.1750	1457
Tb927.1.1840	4632
Tb927.1.1920	2678
Tb927.1.650	810
Tb927.1.670	2068
Tb927.4.670	3438
Tb927.1.1100	4086
Tb927.1.1500	2584
Tb927.5.1750	1974
Tb11.02.3830	746
Tb927.10.6640	2101
Tb927.3.2320	2457
Tb927.8.5530	1331
Tb927.10.7800	1885
Tb09.211.0450	1296
Tb927.8.3730	1121
Tb11.47.0023	4332
Tb11.01.5420	880
Tb927.8.4480	1165
Tb927.3.1450	1303
Tb927.3.1530	2697
Tb927.4.4890	4036
Tb927.8.7560	3001
Tb11.01.2180	737
Tb927.11.7670	1572
Tb11.0330	1812
Tb927.7.4580	3056
Tb927.10.11860	1748
Tb927.8.3100	2400
Tb927.6.4820	1142
Tb11.01.6470	1878
Tb11.03.0910	2582
Tb11.01.6170	4557
Tb11.01.4600	1209
Tb927.4.1340	2725
Tb927.4.3920	4041
Tb927.7.3150	3389
Tb09.211.2940	1703
Tb927.4.5070	1338
Tb927.8.8340	843
Tb927.10.1070	1965
Tb927.3.4670	2458
Tb927.6.3110	1697
Tb11.01.4130	3792
Tb927.10.4990	1270
Tb927.8.5390	1395
Tb11.47.0031	2950
Tb927.11.1180	2950
Tb927.7.1900	1036
Tb11.02.5010	1213
Tb927.2.4510	4660
Tb927.3.4170	784
Tb927.10.9660	2439
Tb09.160.0380	650
Tb927.5.1200	1232
Tb927.6.1830	1616
Tb927.8.8210	1541
Tb927.1.1240	1828
Tb11.01.3260	6495
Tb927.3.1290	3282
Tb927.10.9090	2594
Tb927.4.480	880
Tb09.211.2660	2490
Tb10.v4.0249	3501
Tb927.4.4760	3149
Tb927.10.7490	2130
Tb927.8.5970	2422
Tb927.8.5210	3486
Tb11.46.0007	1663
Tb927.7.660	1612
Tb927.10.11720	2541
Tb927.10.9160	2267
Tb11.v5.0646	NA
Tb927.8.6340	5182
Tb927.8.6350	5620
Tb927.7.7170	5481
Tb927.10.11440	4833
Tb927.7.2320	2260
Tb11.01.7370	2378
Tb927.8.2130	1670
Tb11.18.0012	4395
Tb11.v5.0233	NA
Tb11.01.4450	1224
Tb11.01.5660	5224
Tb927.6.1460	2448
Tb11.01.8460	4074
Tb927.6.5020	1135
Tb11.01.5600	899
Tb11.01.3350	3129
Tb11.01.8085	1947
Tb927.1.4540	1716
Tb927.1.4560	1716
Tb927.1.4580	1716
Tb927.1.4600	1716
Tb927.1.4630	1716
Tb927.1.4650	1563
Tb927.1.1720	1238
Tb11.03.0250	770
Tb927.8.2090	723
Tb927.2.1560	777
Tb09.160.2070	1101
Tb09.211.2850	1091
Tb927.10.13220	3024
Tb09.211.4880	1571
Tb927.2.1680	775
Tb11.v5.0160	NA
Tb927.7.4770	650
Tb927.6.1400	1066
Tb927.7.280	755
Tb927.8.5230	1165
Tb927.5.1370	1118
Tb927.8.6910	670
Tb927.6.1320	1535
Tb927.6.1340	1610
Tb927.6.1360	912
Tb927.6.1380	830
Tb927.8.2000	956
Tb927.6.3280	5784
Tb09.211.3330	2008
Tb11.v5.0869	NA
Tb11.02.5400	2070
Tb11.02.5400b	NA
Tb927.6.560	1107
Tb927.6.1010	1641
Tb927.6.1000	1638
Tb927.6.1030	1638
Tb927.6.1040	1638
Tb927.6.1050	1638
Tb927.6.1060	1638
Tb927.6.960	1632
Tb927.6.970	1641
Tb927.6.980	1641
Tb927.6.990	1638
Tb927.6.1020	1641
Tb927.10.12820	4708
Tb927.10.7180	3489
Tb927.6.950	3014
Tb927.10.15330	1885
Tb09.160.1680	580
Tb11.v5.0356	NA
Tb927.5.2640	1067
Tb11.01.8225	1142
Tb927.7.520	2501
Tb11.01.5225	792
Tb11.02.4485	1085
Tb927.3.3470	561
Tb927.8.5120	1734
Tb09.211.0510	1116
Tb927.1.1580	927
Tb927.4.830	734
Tb927.10.3120	1041
Tb927.3.1890	1442
Tb927.7.5260	885
Tb927.7.6990	1000
Tb927.5.3040	790
Tb927.3.2650	640
Tb11.01.3780	1828
Tb927.1.4100	1456
Tb927.10.8320	768
Tb09.160.1820	831
Tb927.10.280	703
Tb927.3.1410	880
Tb927.4.4620	963
Tb11.01.4702	607
Tb927.3.680	3188
Tb927.8.1750	614
Tb927.4.560	12975
Tb927.3.1360	1866
Tb927.4.3950	3590
Tb09.244.2760	1139
Tb11.01.6880	1260
Tb927.8.3060	3259
Tb11.01.3040	1435
Tb927.10.12260	1982
Tb09.160.0460	1905
Tb927.1.3950	1676
Tb927.2.3440	1124
Tb927.2.3460	1189
Tb927.4.1380	685
Tb927.10.7190	823
Tb11.01.0660	1562
Tb927.3.1700	1551
Tb927.8.5140	2714
Tb927.6.5110	4117
Tb927.8.2370	5022
Tb927.10.3330	1271
Tb927.10.14550	2914
Tb09.211.3510	2278
Tb927.5.1160	2478
Tb11.01.2695	1749
Tb927.10.3210	2745
Tb927.10.7100	1834
Tb11.v5.0580	NA
Tb927.6.2900	2227
Tb09.v1.0370	3236
Tb09.160.1240	1717
Tb927.10.2750	2379
Tb927.1.870	1455
Tb927.10.11100	2198
Tb927.7.5680	2171
Tb927.7.5160	1625
Tb927.6.710	745
Tb11.01.4430	1165
Tb11.02.0670	1509
Tb927.1.1000	1278
Tb927.10.3990	2501
Tb11.v5.0259	NA
Tb11.18.0008	6841
Tb927.6.1840	1387
Tb927.8.4870	3969
Tb927.8.7730	2327
Tb927.7.5480	2730
Tb927.10.7570	2104
Tb11.v5.0774	NA
Tb927.5.4330	1763
Tb927.8.7380	1865
Tb927.4.5050	1566
Tb927.4.5040	2437
Tb927.3.4390	1536
Tb11.01.8470	2220
Tb927.8.5630	1338
Tb927.5.3830	1535
Tb927.4.3160	4829
Tb927.10.6970	2781
Tb927.10.6940	2781
Tb11.02.0230	2441
Tb927.3.4340	1087
Tb927.4.4650	862
Tb11.v5.1053	NA
Tb11.01.0260	2798
Tb927.5.1020	2187
Tb927.4.4320	695
Tb09.160.3500	1459
Tb11.18.0016	2198
Tb927.3.1970	1381
Tb927.10.4480	1992
Tb10.v4.0038	1992
Tb927.7.4080	4194
Tb927.6.4780	3105
Tb11.02.4580	1851
Tb927.7.610	2555
Tb927.7.600	2337
Tb11.v5.0547	NA
Tb927.10.11020	4632
Tb11.01.4170	2711
Tb927.8.4880	4042
Tb11.01.6520	2688
Tb09.160.2480	1165
Tb927.2.1800	3909
Tb927.3.1130	2392
Tb09.211.1820	6741
Tb09.244.2820	1618
Tb927.10.1710	1612
Tb927.11.8490	2404
Tb927.11.8500	2404
Tb927.11.8510	2396
Tb11.12.0003	2242
Tb11.12.0001	NA
Tb11.v5.0526	NA
Tb11.v5.0661	NA
Tb11.v5.0711	NA
Tb11.v5.0756	NA
Tb11.v5.0764	NA
Tb11.v5.0878	NA
Tb11.v5.1050	NA
Tb11.v5.1056	NA
Tb11.v5.1058	NA
Tb11.01.0040	2301
Tb11.01.0050	2404
Tb11.01.0030	2401
Tb11.01.0080	1830
Tb11.01.0060	2242
Tb11.12.0002	2404
Tb11.01.0010	NA
Tb11.01.0020	NA
Tb927.8.3350	4767
Tb11.v5.0792	NA
Tb11.02.3250	3274
Tb927.8.3290	6084
Tb927.10.3110	1784
Tb927.7.2310	1477
Tb11.02.4730	4099
Tb11.02.4740	4587
Tb11.01.3660	2856
Tb11.01.6420	2460
Tb927.8.3560	3262
Tb927.10.910	2391
Tb927.8.700	3811
Tb927.7.1000	2082
Tb11.02.3110	3443
Tb927.10.3550	4049
Tb927.7.2060	881
Tb09.160.4400	1953
Tb927.5.3670	4252
Tb09.211.2870	2294
Tb11.01.0530	2297
Tb11.03.0400	3137
Tb927.3.5230	1874
Tb927.8.6740	1954
Tb927.3.4810	1566
Tb11.02.5730	4179
Tb927.2.3930	3243
Tb11.01.4070	2606
Tb11.02.3270	2313
Tb11.01.3510	2750
Tb11.01.7810	2460
Tb927.10.10410	2141
Tb09.211.1190	2369
Tb927.10.1900	2677
Tb927.4.1330	2323
Tb09.160.4090	4111
Tb927.11.11550	4712
Tb11.01.3390	4275
Tb11.01.0910	2637
Tb11.01.1280	2908
Tb09.160.5070	1791
Tb11.01.2410	2119
Tb09.160.2990	1258
Tb11.01.0625	746
Tb11.02.5180	906
Tb927.8.5090	6161
Tb11.v5.0723	NA
Tb927.4.3810	3686
Tb11.v5.0349	NA
Tb927.3.5500	1381
Tb11.57.0004	1220
Tb927.10.13310	1217
Tb11.v5.0255	NA
Tb11.v5.0608	NA
Tb11.v5.0609	NA
Tb927.10.2780	5257
Tb927.2.1110	1827
Tb927.2.1200	1818
Tb927.4.230	2037
Tb927.6.5190	1938
Tb927.1.540	3390
Tb927.1.1170	487
Tb927.4.3510	573
Tb927.3.1250	813
Tb927.4.3490	573
Tb11.03.0935	522
Tb11.v5.0480	NA
Tb927.10.15370	1654
Tb927.2.300	1985
Tb927.2.420	1985
Tb927.2.460	1978
Tb927.2.490	1889
Tb927.2.540	1857
Tb11.01.2190	848
Tb927.3.5270	955
Tb927.10.13320	691
Tb09.211.3040	2976
Tb11.01.7950	3526
Tb11.03.0510	931
Tb11.01.5390	1039
Tb09.211.3530	2191
Tb11.01.0135	559
Tb11.01.0800	1231
Tb11.01.2720	1188
Tb11.01.5190	1283
Tb927.10.2460	2931
Tb927.3.2300	677
Tb09.211.3740	4204
Tb09.160.4690	740
Tb927.10.4610	1159
Tb927.10.4700	1032
Tb927.4.2230	1550
Tb927.6.1140	2462
Tb11.01.3540	1939
Tb927.10.6530	1534
Tb927.2.4720	4773
Tb927.10.13210	2078
Tb927.7.1710	1258
Tb927.10.15280	4197
Tb927.8.4460	3240
Tb11.v5.0999	NA
Tb927.8.2040	1741
Tb927.10.2610	2795
Tb11.01.1070	2782
Tb927.8.800	7960
Tb927.7.6280	2348
Tb11.01.1670	1130
Tb927.7.5590	5777
Tb927.10.1310	3017
