GeneID	ORFlength
Tb927_11_01_v4.snoRNA.0030	#N/A
Tb927_11_01_v4.snoRNA.0033	#N/A
Tb927_11_01_v4.snoRNA.0040	#N/A
Tb927_11_01_v4.snoRNA.0041	#N/A
tryp_X-68d04.q1c.snoRNA.0009	#N/A
tryp_X-68d04.q1c.snoRNA.0010	#N/A
tryp_X-68d04.q1c.snoRNA.0001	#N/A
tryp_X-68d04.q1c.snoRNA.0002	#N/A
tryp_X-68d04.q1c.snoRNA.0005	#N/A
tryp_X-68d04.q1c.snoRNA.0006	#N/A
tryp_XI-1036e06.p1k.snoRNA.0001	#N/A
tryp_XI-1036e06.p1k.snoRNA.0002	#N/A
tryp_XI-1036e06.p1k.snoRNA.0003	#N/A
tryp_XI-1036e06.p1k.snoRNA.0004	#N/A
tryp_IXb-6d06.q1c.snoRNA.0032	#N/A
tryp_IXb-6d06.q1c.snoRNA.0033	#N/A
tryp_IXb-6d06.q1c.snoRNA.0034	#N/A
tryp_IXb-6d06.q1c.snoRNA.0035	#N/A
tryp_IXb-6d06.q1c.snoRNA.0036	#N/A
tryp_IXb-6d06.q1c.snoRNA.0031	#N/A
tryp_IXb-6d06.q1c.snoRNA.0026	#N/A
tryp_IXb-6d06.q1c.snoRNA.0027	#N/A
tryp_IXb-6d06.q1c.snoRNA.0028	#N/A
tryp_IXb-6d06.q1c.snoRNA.0029	#N/A
tryp_IXb-6d06.q1c.snoRNA.0030	#N/A
tryp_IXb-6d06.q1c.snoRNA.0025	#N/A
tryp_IXb-6d06.q1c.snoRNA.0021	#N/A
tryp_IXb-6d06.q1c.snoRNA.0022	#N/A
tryp_IXb-6d06.q1c.snoRNA.0023	#N/A
tryp_IXb-6d06.q1c.snoRNA.0024	#N/A
tryp_IXb-6d06.q1c.snoRNA.0019	#N/A
tryp_IXb-6d06.q1c.snoRNA.0020	#N/A
tryp_IXb-6d06.q1c.snoRNA.0015	#N/A
tryp_IXb-6d06.q1c.snoRNA.0016	#N/A
tryp_IXb-6d06.q1c.snoRNA.0017	#N/A
tryp_IXb-6d06.q1c.snoRNA.0018	#N/A
tryp_IXb-6d06.q1c.snoRNA.0013	#N/A
tryp_IXb-6d06.q1c.snoRNA.0014	#N/A
tryp_IXb-6d06.q1c.snoRNA.0009	#N/A
tryp_IXb-6d06.q1c.snoRNA.0010	#N/A
tryp_IXb-6d06.q1c.snoRNA.0011	#N/A
tryp_IXb-6d06.q1c.snoRNA.0012	#N/A
tryp_IXb-6d06.q1c.snoRNA.0007	#N/A
tryp_IXb-6d06.q1c.snoRNA.0008	#N/A
tryp_IXb-6d06.q1c.snoRNA.0003	#N/A
tryp_IXb-6d06.q1c.snoRNA.0004	#N/A
tryp_IXb-6d06.q1c.snoRNA.0005	#N/A
tryp_IXb-6d06.q1c.snoRNA.0006	#N/A
tryp_IXb-6d06.q1c.snoRNA.0001	#N/A
tryp_IXb-6d06.q1c.snoRNA.0002	#N/A
tryp_IXb-6d06.q1c.snoRNA.0038	#N/A
tryp_IXb-6d06.q1c.snoRNA.0039	#N/A
tryp_IXb-6d06.q1c.snoRNA.0040	#N/A
tryp_IXb-6d06.q1c.snoRNA.0041	#N/A
tryp_IXb-6d06.q1c.snoRNA.0037	#N/A
Tb10_snoRNA_0084:snoRNA	#N/A
Tb10_snoRNA_0055:snoRNA	#N/A
Tb11_snoRNA_0037	#N/A
Tb11_snoRNA_0034	#N/A
Tb11_snoRNA_0036	#N/A
Tb11_snoRNA_0033	#N/A
Tb11_snoRNA_0035	#N/A
Tb11_snoRNA_0039	#N/A
Tb11_snoRNA_0042	#N/A
Tb11_snoRNA_0040	#N/A
Tb11_snoRNA_0043	#N/A
Tb11_snoRNA_0045	#N/A
Tb11_snoRNA_0046	#N/A
Tb11_snoRNA_0005	#N/A
Tb11_snoRNA_0011	#N/A
Tb11_snoRNA_0017	#N/A
Tb11_snoRNA_0023	#N/A
Tb11_snoRNA_0029	#N/A
Tb11_snoRNA_0004	#N/A
Tb11_snoRNA_0010	#N/A
Tb11_snoRNA_0016	#N/A
Tb11_snoRNA_0022	#N/A
Tb11_snoRNA_0028	#N/A
Tb11_snoRNA_0002	#N/A
Tb11_snoRNA_0008	#N/A
Tb11_snoRNA_0014	#N/A
Tb11_snoRNA_0020	#N/A
Tb11_snoRNA_0026	#N/A
Tb11_snoRNA_0032	#N/A
Tb927.3.1891	#N/A
Tb927.3.1892	#N/A
Tb927.3.1893	#N/A
Tb927.3.1894	#N/A
Tb927.3.1895	#N/A
Tb927.3.1896	#N/A
Tb927.3.1905	#N/A
Tb927.5.2035	#N/A
Tb927.5.2346	#N/A
Tb927.5.2343	#N/A
Tb927.6.1857	#N/A
Tb927.6.1865	#N/A
Tb927.6.1873	#N/A
Tb927.6.1881	#N/A
Tb927.6.1888	#N/A
Tb927.6.1854	#N/A
Tb927.6.1862	#N/A
Tb927.6.1869	#N/A
Tb927.6.1877	#N/A
Tb927.6.1885	#N/A
Tb927.6.1851	#N/A
Tb927.6.1858	#N/A
Tb927.6.1866	#N/A
Tb927.6.1874	#N/A
Tb927.6.1882	#N/A
Tb927.6.1889	#N/A
Tb927.6.2683	#N/A
Tb927.6.2689	#N/A
Tb927.6.1879	#N/A
Tb927.6.1878	#N/A
Tb927.8.1602	#N/A
Tb927.8.1606	#N/A
Tb927.8.1611	#N/A
Tb927.8.1615	#N/A
Tb927.8.1619	#N/A
Tb927.8.1624	#N/A
Tb927.8.1603	#N/A
Tb927.8.1607	#N/A
Tb927.8.1612	#N/A
Tb927.8.1616	#N/A
Tb927.8.1621	#N/A
Tb927.8.1604	#N/A
Tb927.8.1608	#N/A
Tb927.8.1613	#N/A
Tb927.8.1617	#N/A
Tb927.8.1622	#N/A
Tb927.8.1601	#N/A
Tb927.8.1605	#N/A
Tb927.8.1609	#N/A
Tb927.8.1614	#N/A
Tb927.8.1618	#N/A
Tb927.8.1623	#N/A
Tb927.8.1651	#N/A
Tb927.8.1653	#N/A
Tb927.8.1655	#N/A
Tb927.8.1657	#N/A
Tb927.8.2062	#N/A
Tb927.8.2083	#N/A
Tb927.8.2252	#N/A
Tb927.8.2064	#N/A
Tb927.8.2086	#N/A
Tb927.8.2254	#N/A
Tb927.8.2066	#N/A
Tb927.8.2089	#N/A
Tb927.8.2256	#N/A
Tb09_snoRNA_0001	#N/A
Tb09_snoRNA_0005	#N/A
Tb09_snoRNA_0010	#N/A
Tb09_snoRNA_0019	#N/A
Tb09_snoRNA_0028	#N/A
Tb09_snoRNA_0037	#N/A
Tb09_snoRNA_0046	#N/A
Tb09_snoRNA_0055	#N/A
Tb09_snoRNA_0064	#N/A
Tb09_snoRNA_0073	#N/A
Tb09_snoRNA_0009	#N/A
Tb09_snoRNA_0018	#N/A
Tb09_snoRNA_0027	#N/A
Tb09_snoRNA_0036	#N/A
Tb09_snoRNA_0045	#N/A
Tb09_snoRNA_0054	#N/A
Tb09_snoRNA_0063	#N/A
Tb09_snoRNA_0072	#N/A
Tb09_snoRNA_0017	#N/A
Tb09_snoRNA_0026	#N/A
Tb09_snoRNA_0035	#N/A
Tb09_snoRNA_0044	#N/A
Tb09_snoRNA_0053	#N/A
Tb09_snoRNA_0062	#N/A
Tb09_snoRNA_0071	#N/A
Tb09_snoRNA_0025	#N/A
Tb09_snoRNA_0034	#N/A
Tb09_snoRNA_0043	#N/A
Tb09_snoRNA_0052	#N/A
Tb09_snoRNA_0061	#N/A
Tb09_snoRNA_0070	#N/A
Tb09_snoRNA_0016	#N/A
Tb09_snoRNA_0015	#N/A
Tb09_snoRNA_0024	#N/A
Tb09_snoRNA_0033	#N/A
Tb09_snoRNA_0042	#N/A
Tb09_snoRNA_0051	#N/A
Tb09_snoRNA_0060	#N/A
Tb09_snoRNA_0069	#N/A
Tb09_snoRNA_0014	#N/A
Tb09_snoRNA_0023	#N/A
Tb09_snoRNA_0032	#N/A
Tb09_snoRNA_0041	#N/A
Tb09_snoRNA_0050	#N/A
Tb09_snoRNA_0059	#N/A
Tb09_snoRNA_0068	#N/A
Tb09_snoRNA_0011	#N/A
Tb09_snoRNA_0020	#N/A
Tb09_snoRNA_0029	#N/A
Tb09_snoRNA_0038	#N/A
Tb09_snoRNA_0047	#N/A
Tb09_snoRNA_0056	#N/A
Tb09_snoRNA_0065	#N/A
Tb09_snoRNA_0074	#N/A
Tb09_snoRNA_0079	#N/A
Tb09_snoRNA_0084	#N/A
Tb09_snoRNA_0089	#N/A
Tb09_snoRNA_0080	#N/A
Tb09_snoRNA_0085	#N/A
Tb09_snoRNA_0090	#N/A
Tb09_snoRNA_0082	#N/A
Tb09_snoRNA_0087	#N/A
Tb09_snoRNA_0092	#N/A
Tb09_snoRNA_0094	#N/A
Tb09_snoRNA_0100	#N/A
Tb09_snoRNA_0106	#N/A
Tb09_snoRNA_0112	#N/A
Tb09_snoRNA_0118	#N/A
Tb09_snoRNA_0124	#N/A
Tb09_snoRNA_0096	#N/A
Tb09_snoRNA_0102	#N/A
Tb09_snoRNA_0108	#N/A
Tb09_snoRNA_0114	#N/A
Tb09_snoRNA_0120	#N/A
Tb09_snoRNA_0126	#N/A
Tb09_snoRNA_0097	#N/A
Tb09_snoRNA_0109	#N/A
Tb09_snoRNA_0115	#N/A
Tb09_snoRNA_0121	#N/A
Tb09_snoRNA_0127	#N/A
Tb09_snoRNA_0103	#N/A
Tb09_snoRNA_0077	#N/A
Tb09_snoRNA_0078	#N/A
Tb927_10_v4.snoRNA.0005:snoRNA	#N/A
Tb927_10_v4.snoRNA.0006:snoRNA	#N/A
Tb927_10_v4.snoRNA.0007:snoRNA	#N/A
Tb927_10_v4.snoRNA.0008:snoRNA	#N/A
Tb927_10_v4.snoRNA.0009:snoRNA	#N/A
Tb927_10_v4.snoRNA.0010:snoRNA	#N/A
Tb927_10_v4.snoRNA.0011:snoRNA	#N/A
Tb927_10_v4.snoRNA.0012:snoRNA	#N/A
Tb927_10_v4.snoRNA.0013:snoRNA	#N/A
Tb927_10_v4.snoRNA.0014:snoRNA	#N/A
Tb927_10_v4.snoRNA.0015:snoRNA	#N/A
Tb927_10_v4.snoRNA.0016:snoRNA	#N/A
Tb927_10_v4.snoRNA.0017:snoRNA	#N/A
Tb927_10_v4.snoRNA.0018:snoRNA	#N/A
Tb927_10_v4.snoRNA.0019:snoRNA	#N/A
Tb927_10_v4.snoRNA.0020:snoRNA	#N/A
Tb927_10_v4.snoRNA.0021:snoRNA	#N/A
Tb927_10_v4.snoRNA.0022:snoRNA	#N/A
Tb927_10_v4.snoRNA.0023:snoRNA	#N/A
Tb927_10_v4.snoRNA.0024:snoRNA	#N/A
Tb927_10_v4.snoRNA.0025:snoRNA	#N/A
Tb927_10_v4.snoRNA.0026:snoRNA	#N/A
Tb927_10_v4.snoRNA.0027:snoRNA	#N/A
Tb927_10_v4.snoRNA.0040:snoRNA	#N/A
Tb927_10_v4.snoRNA.0045:snoRNA	#N/A
Tb927_10_v4.snoRNA.0046:snoRNA	#N/A
Tb927_10_v4.snoRNA.0047:snoRNA	#N/A
Tb927_10_v4.snoRNA.0048:snoRNA	#N/A
Tb927_10_v4.snoRNA.0052:snoRNA	#N/A
Tb927_10_v4.snoRNA.0053:snoRNA	#N/A
Tb927_10_v4.snoRNA.0057:snoRNA	#N/A
Tb927_10_v4.snoRNA.0058:snoRNA	#N/A
Tb927_10_v4.snoRNA.0059:snoRNA	#N/A
Tb927_10_v4.snoRNA.0060:snoRNA	#N/A
Tb927_10_v4.snoRNA.0061:snoRNA	#N/A
Tb927_10_v4.snoRNA.0062:snoRNA	#N/A
Tb927_10_v4.snoRNA.0063:snoRNA	#N/A
Tb927_10_v4.snoRNA.0064:snoRNA	#N/A
Tb927_10_v4.snoRNA.0065:snoRNA	#N/A
Tb927_10_v4.snoRNA.0066:snoRNA	#N/A
Tb927_10_v4.snoRNA.0067:snoRNA	#N/A
Tb927_10_v4.snoRNA.0068:snoRNA	#N/A
Tb927_10_v4.snoRNA.0069:snoRNA	#N/A
Tb927_10_v4.snoRNA.0070:snoRNA	#N/A
Tb927_10_v4.snoRNA.0071:snoRNA	#N/A
Tb927_10_v4.snoRNA.0074:snoRNA	#N/A
Tb927_10_v4.snoRNA.0075:snoRNA	#N/A
Tb927_10_v4.snoRNA.0076:snoRNA	#N/A
Tb927_10_v4.snoRNA.0077:snoRNA	#N/A
Tb927.10.5260	3408
Tb927.4.4190	474
Tb927.8.8150	549
Tb11.v5.0250	x
Tb927.7.5300	2127
Tb927.6.3250	972
Tb09.211.0680	1284
Tb927.3.1540	909
Tb11.01.3480	1719
Tb927.6.600	1056
Tb927.4.410	951
Tb927.10.370	540
Tb927.10.2880	8082
Tb09.244.2570	3126
Tb11.47.0014	924
Tb927.6.2720	1080
Tb927.10.13740	1785
Tb927.5.3400	3036
Tb11.v5.0712	x
Tb927.10.11620	3303
Tb09.160.3380	2637
Tb11.01.4621	450
Tb11.01.4622	450
Tb11.01.4623	450
Tb11.01.4624	450
Tb09.160.2040	762
Tb11.02.2490	825
Tb09.211.2540	426
Tb927.6.4710	2022
Tb09.160.4520	474
Tb11.01.1550	492
Tb11.02.1160	471
Tb11.02.5800	465
Tb11.v5.0432	x
Tb11.v5.0702	x
Tb11.v5.1011	x
Tb11.v5.1038	x
Tb11.v4.0001	#N/A
Tb11.47.0035	17182
Tb927.7.4070	363
Tb927.6.3310	3033
Tb927.7.4060	348
Tb927.1.2100	3441
Tb09.160.5550	2571
Tb927.1.2110	2049
Tb927.10.13030	2241
Tb927.4.3940	2379
Tb927.1.2230	372
Tb927.1.2260	390
Tb927.1.2160	393
Tb927.1.2150	423
Tb11.02.2240	3339
Tb927.11.1110	2415
Tb927.1.2120	2199
Tb11.47.0036	3288
Tb927.10.1890	4785
Tb927.8.8330	2667
Tb11.01.2790	1482
Tb927.7.4600	2832
Tb11.v5.0147	x
Tb927.8.7410	1188
Tb927.4.5010	1188
Tb927.10.6980	555
Tb927.10.5240	5109
Tb927.10.13000	1863
Tb927.11.12860.1	x
Tb927.11.12860.2	x
Tb09.160.3590	2793
Tb09.160.3630	2778
Tb09.160.5030	1956
Tb11.02.4550	3174
Tb927.10.2130	2526
Tb11.01.5850	2961
Tb927.10.720	3252
Tb09.211.0480	3336
Tb927.7.3930	4200
Tb11.02.4760	4998
Tb927.10.4170	7620
Tb09.244.2600	9147
Tb927.7.4960	1380
Tb927.7.2640	1362
Tb927.7.2650	1614
Tb927.5.2660	2583
Tb11.01.0290	1269
Tb927.4.1840	2322
Tb11.02.0100	1512
Tb11.v5.0672	x
Tb927.4.2560	1920
Tb11.18.0006	2214
Tb927.7.2250	2007
Tb927.3.3900	1866
Tb927.8.590	2037
Tb11.01.7890	2118
Tb11.52.0004	708
Tb927.7.5340	1497
Tb927.3.1040	1194
Tb11.v5.0577	x
Tb11.01.4040	2382
Tb11.01.6690	1431
Tb11.42.0002	969
Tb09.160.3990	2025
Tb11.01.0720	1176
Tb11.01.0725	1185
Tb11.01.0730	1185
Tb11.01.0760	1152
Tb11.01.0770	1164
Tb927.10.15940	1416
Tb11.v5.0304	x
Tb11.v5.0514	x
Tb927.8.650	3786
Tb927.6.4660	1620
Tb11.18.0014	2367
Tb927.4.3670	1374
Tb11.v5.0274	x
Tb927.4.2080	2721
Tb927.4.210	1434
Tb927.4.4030	1566
Tb927.3.1930	1440
Tb927.7.220	1221
Tb09.160.0530	654
Tb09.211.4870	1089
Tb927.7.5570	627
Tb927.7.5580	678
Tb927.1.1060	918
Tb927.5.760	2223
Tb11.02.4990	942
Tb927.7.7360	1038
Tb927.5.2060	2184
Tb11.02.0310	2058
Tb11.01.4270	2457
Tb927.6.2150	1644
Tb927.1.3230	2148
Tb927.8.6500	1620
Tb11.v5.0387	x
Tb927.4.2260	549
Tb927.8.1080	591
Tb927.10.8710	498
Tb927.7.3410	450
Tb11.01.5470	561
Tb927.7.6840	525
Tb927.10.10690	1152
Tb11.01.0600	1899
Tb927.7.1500	870
Tb927.7.1620	903
Tb927.6.3690	1272
Tb927.7.2080	3153
Tb927.7.3220	621
Tb927.3.1870	870
Tb927.6.2480	1038
Tb927.10.2290	1251
Tb09.211.3680	1356
Tb927.7.540	1374
Tb927.7.6200	855
Tb927.1.1960	1977
Tb927.10.13830	723
Tb927.10.14730	1332
Tb927.10.8540	1011
Tb927.10.9840	789
Tb927.2.5160	1203
Tb927.3.2290	1122
Tb927.4.2970	1008
Tb927.7.6660	774
Tb927.7.680	2325
Tb927.7.990	2337
Tb927.8.1010	1473
Tb927.8.8310	1446
Tb927.10.6610	825
Tb09.211.0140	1293
Tb09.211.2290	864
Tb09.211.4720	969
Tb11.01.8480	1155
Tb11.01.8750	927
Tb11.02.2880	2301
Tb11.02.3430	1272
Tb11.03.0110	1116
Tb927.1.1230	1443
Tb927.1.4300	1476
Tb927.10.12380	1743
Tb927.10.12530	501
Tb927.10.12640	1893
Tb927.10.5040	873
Tb927.2.3960	693
Tb927.3.1430	1152
Tb927.3.1760	783
Tb927.4.3980	1488
Tb927.4.650	738
Tb927.5.2880	567
Tb927.6.3120	891
Tb927.6.3730	921
Tb927.6.3850	870
Tb927.7.4590	1530
Tb927.7.740	1644
Tb927.8.1030	882
Tb927.8.4470	714
Tb927.8.7010	609
Tb11.01.6780	960
Tb09.211.0330	1383
Tb11.v5.0146	x
Tb11.v5.0342	x
Tb11.v5.0778	x
Tb11.v5.0970	x
Tb11.v5.1062	x
Tb927.10.6400	1689
Tb927.6.4090	1626
Tb927.10.6510	1689
Tb11.01.6680	1785
Tb09.244.2660	4137
Tb927.10.15790	438
Tb927.8.2230	1023
Tb927.8.3050	1704
Tb09.211.0430	2817
Tb11.01.8420	2757
Tb927.10.11680	2958
Tb927.10.470	1578
Tb11.18.0017	1296
Tb09.211.1010	990
Tb09.211.1000	1044
Tb927.10.8900	1299
Tb927.10.12810	1521
Tb927.1.3170	918
Tb927.10.7050	1653
Tb927.10.7510	1470
Tb11.0540	#N/A
Tb11.0550	#N/A
Tb11.0560	#N/A
Tb927.1.2410	#N/A
Tb927.8.3860	1251
Tb11.01.7450	2382
Tb09.211.4820	1407
Tb927.7.5880	1260
Tb927.10.13430	1455
Tb927.3.1630	1203
Tb927.5.790	993
Tb927.5.800	999
Tb09.211.4890	1050
Tb927.2.2430	1119
Tb11.01.5770	2898
Tb927.6.2200	594
Tb927.10.15970	1695
Tb11.47.0010	1398
Tb09.211.3440	1266
Tb11.47.0008	1251
Tb11.01.0240	1167
Tb927.8.4030	639
Tb927.8.4130	636
Tb927.5.970	573
Tb927.7.2600	411
Tb11.02.2410	1479
Tb927.10.6050	5112
Tb11.v5.0197	x
Tb11.v5.0198	x
Tb927.10.14760	570
Tb927.1.1740	21465
Tb09.211.0480	3336
Tb927.10.2470	1653
Tb927.3.1610	1980
Tb11.01.4230	1398
Tb11.01.4250	1455
Tb927.7.5060	1548
Tb11.v5.0186	x
Tb11.57.0008	17514
Tb11.01.6390	2310
Tb11.v5.0589	x
Tb927.10.16110	1161
Tb927.7.2790	2106
Tb927.10.9870	798
Tb927.10.10090	3261
Tb11.02.5550	1890
Tb11.47.0006	2259
Tb927.5.2950	2340
Tb927.3.4230	4167
Tb927.4.5370	351
Tb927.10.7690	2175
Tb927.2.4810	4023
Tb927.7.3560	5283
Tb927.10.3310	2841
Tb11.01.2670	2547
Tb11.01.8280	1326
Tb927.6.2170	669
Tb927.2.6050	2556
Tb927.4.450	3579
Tb927.1.2570	2949
Tb927.8.5250	1596
Tb11.01.6530	975
Tb11.01.3740	2637
Tb927.10.4270	552
Tb11.01.1250	1032
Tb927.3.5180	411
Tb11.01.2350	2646
Tb927.7.7290	3048
Tb11.v5.0619	x
Tb11.v5.0620	x
Tb927.7.6650	3210
Tb927.3.940	465
Tb927.4.1130	498
Tb927.10.14860	2142
Tb927.10.12900	471
Tb927.2.3920	486
Tb927.5.1060	1470
Tb11.01.7900	564
Tb927.10.4280	606
Tb09.211.4700	894
Tb927.8.1890	777
Tb11.02.1480	1557
Tb11.02.1020	543
Tb11.02.1520	492
Tb11.01.3860	324
Tb927.4.5320	2667
Tb927.8.7090	2631
Tb927.11.7218	2841
Tb927.5.1340	2463
Tb927.8.2060	8850
Tb927.7.5090	2865
Tb11.v5.0189	x
Tb09.160.3470	3777
Tb927.3.1150	843
Tb927.7.1450	966
Tb927.6.2390	1719
Tb927.7.4780	483
Tb11.v5.0161	x
Tb927.10.2790	3207
Tb927.6.1590	1545
Tb11.02.3720	2532
Tb11.01.3720	4116
Tb927.5.2160	405
Tb927.8.1270	1461
Tb927.6.570	366
Tb09.160.3740	330
Tb11.01.3060	1407
Tb11.01.3530	1089
Tb11.01.5800	4371
Tb11.02.0650	1131
Tb11.03.0700	882
Tb927.5.2230	351
Tb927.7.5740	1500
Tb927.7.720	5214
Tb927.8.2870	2247
Tb927.8.8070	1581
Tb11.02.3790	1155
Tb927.10.11500	1014
Tb927.6.880	1395
Tb927.5.2170	351
Tb11.01.0780	342
Tb927.1.1730	2082
Tb927.1.1210	435
Tb927.1.1420	1992
Tb927.1.1470	1758
Tb927.1.1750	1413
Tb927.1.1840	1647
Tb927.1.1920	1326
Tb927.1.650	600
Tb927.1.670	1845
Tb927.4.670	1959
Tb927.1.1100	2913
Tb927.1.1500	1995
Tb927.5.1750	1497
Tb11.02.3830	495
Tb927.10.6640	762
Tb927.3.2320	1323
Tb927.8.5530	1188
Tb927.10.7800	1164
Tb09.211.0450	465
Tb927.8.3730	387
Tb11.47.0023	2886
Tb11.01.5420	798
Tb927.8.4480	795
Tb927.3.1450	1179
Tb927.3.1530	1284
Tb927.4.4890	1584
Tb927.8.7560	1695
Tb11.01.2180	570
Tb927.11.7670	1572
Tb11.0330	#N/A
Tb927.7.4580	1725
Tb927.10.11860	1626
Tb927.8.3100	1500
Tb927.6.4820	792
Tb11.01.6470	753
Tb11.03.0910	2457
Tb11.01.6170	4359
x	x
Tb11.01.4600	834
Tb927.4.1340	2313
Tb927.4.3920	3240
Tb927.7.3150	1689
Tb09.211.2940	969
Tb927.4.5070	1338
Tb927.8.8340	843
Tb927.10.1070	906
Tb927.3.4670	1287
Tb927.6.3110	1320
Tb11.01.4130	2310
Tb927.10.4990	936
Tb927.8.5390	1395
Tb11.47.0031	978
Tb927.11.1180	978
Tb927.7.1900	879
Tb11.02.5010	1197
Tb927.2.4510	2325
Tb927.3.4170	414
Tb927.10.9660	2331
Tb09.160.0380	249
Tb927.5.1200	930
Tb927.6.1830	1329
Tb927.8.8210	399
Tb927.1.1240	1770
Tb11.01.3260	2418
Tb927.3.1290	2844
Tb927.10.9090	726
Tb927.4.480	699
Tb09.211.2660	2313
Tb10.v4.0249	#N/A
Tb927.4.4760	2862
Tb927.10.7490	2130
Tb927.8.5970	2229
Tb927.8.5210	3486
Tb11.46.0007	1653
Tb927.7.660	1401
Tb927.10.11720	2343
Tb927.10.9160	1920
Tb11.v5.0646	x
Tb927.8.6340	1011
Tb927.8.6350	2364
Tb927.7.7170	2175
Tb927.10.11440	2700
Tb927.7.2320	1818
Tb11.01.7370	2118
Tb927.8.2130	1539
Tb11.18.0012	3342
Tb11.v5.0233	x
Tb11.01.4450	1005
Tb11.01.5660	636
Tb927.6.1460	1245
Tb11.01.8460	1281
Tb927.6.5020	642
Tb11.01.5600	846
Tb11.01.3350	1695
Tb11.01.8085	297
Tb927.1.4540	1584
Tb927.1.4560	1584
Tb927.1.4580	1584
Tb927.1.4600	1584
Tb927.1.4630	1584
Tb927.1.4650	1431
Tb927.1.1720	1227
Tb11.03.0250	534
Tb927.8.2090	585
Tb927.2.1560	591
Tb09.160.2070	957
Tb09.211.2850	552
Tb927.10.13220	2742
Tb09.211.4880	1155
Tb927.2.1680	591
Tb11.v5.0160	x
Tb927.7.4770	597
Tb927.6.1400	783
Tb927.7.280	678
Tb927.8.5230	849
Tb927.5.1370	714
Tb927.8.6910	588
Tb927.6.1320	615
Tb927.6.1340	615
Tb927.6.1360	615
Tb927.6.1380	615
Tb927.8.2000	789
Tb927.6.3280	5514
Tb09.211.3330	1233
Tb11.v5.0869	x
Tb11.02.5400	1089
x	1089
Tb11.02.5400b	x
Tb927.6.560	1023
Tb927.6.1010	1353
Tb927.6.1000	1350
Tb927.6.1030	1350
Tb927.6.1040	1350
Tb927.6.1050	1350
Tb927.6.1060	1350
Tb927.6.960	1353
Tb927.6.970	1353
Tb927.6.980	1353
Tb927.6.990	1350
Tb927.6.1020	1353
Tb927.10.12820	3042
Tb927.10.7180	3447
Tb927.6.950	2358
Tb927.10.15330	1818
Tb09.160.1680	549
Tb11.v5.0356	x
Tb927.5.2640	834
Tb11.01.8225	441
Tb927.7.520	549
Tb11.01.5225	360
Tb11.02.4485	402
Tb927.3.3470	543
Tb927.8.5120	345
Tb09.211.0510	816
Tb927.1.1580	906
Tb927.4.830	291
Tb927.10.3120	699
Tb927.3.1890	855
Tb927.7.5260	582
Tb927.7.6990	903
Tb927.5.3040	597
Tb927.3.2650	222
x	351
Tb11.01.3780	1182
Tb927.1.4100	1062
Tb927.10.8320	375
Tb09.160.1820	591
Tb927.10.280	477
Tb927.3.1410	498
Tb927.4.4620	474
Tb11.01.4702	351
Tb927.3.680	1755
Tb927.8.1750	375
Tb927.4.560	12699
Tb927.3.1360	1866
Tb927.4.3950	2562
Tb09.244.2760	660
Tb11.01.6880	687
Tb927.8.3060	2016
Tb11.01.3040	987
Tb927.10.12260	1428
Tb09.160.0460	1494
Tb927.1.3950	1515
Tb927.2.3440	822
Tb927.2.3460	843
Tb927.4.1380	528
Tb927.10.7190	456
Tb11.01.0660	1437
Tb927.3.1700	1473
Tb927.8.5140	1728
Tb927.6.5110	3813
Tb927.8.2370	4947
Tb927.10.3330	1050
Tb927.10.14550	1857
Tb09.211.3510	2208
Tb927.5.1160	687
Tb11.01.2695	1470
Tb927.10.3210	1686
Tb927.10.7100	1266
Tb11.v5.0580	x
Tb927.6.2900	2208
Tb09.v1.0370	2772
Tb09.160.1240	954
Tb927.10.2750	1386
Tb927.1.870	1029
Tb927.10.11100	1707
Tb927.7.5680	843
Tb927.7.5160	864
Tb927.6.710	726
Tb11.01.4430	762
Tb11.02.0670	618
Tb927.1.1000	1263
Tb927.10.3990	1221
Tb11.v5.0259	x
Tb11.18.0008	4575
Tb927.6.1840	1035
Tb927.8.4870	3615
Tb927.8.7730	1194
Tb927.7.5480	1584
Tb927.10.7570	1356
Tb11.v5.0774	x
Tb927.5.4330	1320
Tb927.8.7380	1641
Tb927.4.5050	1566
Tb927.4.5040	1746
Tb927.3.4390	1518
Tb11.01.8470	1434
Tb927.8.5630	1173
Tb927.5.3830	942
Tb927.4.3160	3729
Tb927.10.6970	2553
Tb927.10.6940	2553
Tb11.02.0230	1974
Tb927.3.4340	1074
Tb927.4.4650	810
Tb11.v5.1053	x
Tb11.01.0260	2688
Tb927.5.1020	1770
Tb927.4.4320	351
Tb09.160.3500	1230
Tb11.18.0016	1905
Tb927.3.1970	969
Tb927.10.4480	1842
Tb10.v4.0038	#N/A
Tb927.7.4080	3381
Tb927.6.4780	2100
Tb11.02.4580	1728
Tb927.7.610	1449
Tb927.7.600	1542
Tb11.v5.0547	x
Tb927.10.11020	2856
Tb11.01.4170	2547
Tb927.8.4880	4023
Tb11.01.6520	1947
Tb09.160.2480	957
Tb927.2.1800	3081
Tb927.3.1130	1701
Tb09.211.1820	6723
Tb09.244.2820	#N/A
x	1608
Tb927.10.1710	1578
Tb927.11.8490	1719
Tb927.11.8500	1716
Tb927.11.8510	1713
Tb11.12.0003	1716
Tb11.12.0001	#N/A
Tb11.v5.0526	x
Tb11.v5.0661	x
Tb11.v5.0711	x
Tb11.v5.0756	x
Tb11.v5.0764	x
Tb11.v5.0878	x
Tb11.v5.1050	x
Tb11.v5.1056	x
